4.40485400,-2.39547413,6.79113271
4.05911745,-2.79494671,7.94253415
4.74136523,-1.31511481,5.05213719
4.42275881,-1.27172042,5.32589180
5.34283955,-1.98328170,6.18519163
4.36543492,0.46963517,6.46338816
3.90943060,-0.56009810,5.25604173
5.17600513,-3.34231314,5.14869933
5.16400277,-0.64417643,6.64825366
4.85149325,-1.68374671,4.99836339
4.24729732,-1.84328178,7.53400761
5.31075982,-3.14568317,6.80096935
4.58205925,-2.05956501,7.08856167
5.99814105,-0.45136289,5.63766786
4.65792915,-1.05137958,7.45243051
4.48796729,-1.56830199,5.37055041
3.77093491,-0.57011719,7.83312541
4.89513141,-0.37911011,6.83852141
4.32202178,-1.02124741,8.01492195
4.93131549,0.18200064,3.85714028
5.78904403,-1.29559594,6.17787803
5.05890231,-3.37021193,6.25721349
5.32425410,0.09525103,5.95861516
4.15864793,-1.88440006,7.39228750
5.29589264,-1.91240322,6.99015281
5.06421908,-0.41399802,5.77483229
4.63947938,-1.77475116,5.01337043
5.26326181,-1.12158774,6.48199884
4.73255440,-2.79801375,6.05624006
4.62442701,-2.18492028,6.31559967
5.37119239,0.50354289,6.65146319
5.22469192,-1.45708893,4.55811417
4.94062765,-1.32241280,8.94012749
4.77478057,-1.08109567,6.44217361
3.79846349,-0.23982020,7.22881841
5.75817348,-2.29203047,7.87967969
3.56529047,-0.79578592,8.66734101
3.97660520,-1.94894074,6.57653675
4.46366588,-2.93330644,6.54544836
3.90483782,-0.90905058,5.55746115
6.51707594,-2.16589630,6.15482386
5.78065875,-2.61350733,6.70434532
6.27428428,-2.99012625,6.66151924
5.22702432,-0.60082014,5.23993467
3.64668492,-0.86070145,6.77387005
5.21763438,-1.03619480,5.79686066
5.19939523,-1.08957054,5.76253396
6.83291604,-0.90881009,5.28558188
5.62369514,-2.35732468,7.26396998
6.12573711,-2.20332533,7.44026151
5.37992246,-0.56058285,8.37367836
4.72175341,-2.13637918,5.58737095
4.15133125,-1.45974472,6.81803736
5.24383233,-0.55545976,6.48988727
6.42067561,-1.64729984,9.19705455
5.59280888,-2.23980057,5.40599288
5.44961395,-1.60610580,7.19088588
5.44037915,-1.45547192,5.63009166
3.45229431,-1.82915796,7.33328418
5.18123527,-2.62838179,6.65006631
5.35245891,-2.26650045,6.63061049
5.02535025,-2.52561331,6.83467274
5.52792606,-0.29959177,7.53068743
3.58947216,-2.32046805,6.99192065
5.48092748,-0.86759533,10.32961687
5.53803204,-0.24707737,7.43088714
5.61853278,-1.69791226,7.23585460
4.19431632,-1.61946162,5.99152183
5.04901567,0.93201555,4.60962019
5.65340172,-2.99535888,6.00495352
6.05609213,-1.31836299,5.39914060
4.25183782,-0.70304526,5.74651875
5.18360012,-1.33707117,5.82528503
7.11108562,-0.74872399,4.45174279
5.15359584,-2.04442948,7.32931872
4.17462079,-1.49737945,6.98187266
5.83289672,-2.58293942,6.14238415
4.49219622,-2.03597224,8.24233962
5.37212324,-2.64352697,7.39474733
7.08929773,-0.35017775,4.95751542
4.48290746,-0.11573186,5.76921592
5.41096096,-0.60800896,5.54995491
4.90761617,-4.62391035,5.45249774
4.71457338,-2.63042619,8.10929668
3.53700015,-1.82268750,6.60762596
6.40841482,-2.81850516,7.64004913
4.97737459,-2.36415166,6.93898886
5.16620123,-1.98285989,6.54668747
4.58182793,-1.26912567,7.13901606
6.55315835,-2.62045851,8.60991876
3.01505373,-1.53442811,7.06520259
5.24813340,-2.00534253,6.26876313
4.47414060,-1.97200777,7.32648748
5.32415702,-2.07555261,7.37648526
5.27444105,-0.56978089,7.10651422
4.13814652,-1.94282405,7.22417899
5.57751180,-1.40354461,6.59421276
6.24480643,-1.97421440,7.02398276
4.76494888,-1.60032421,7.57566223
5.79255788,-0.56913338,7.78236419
4.98814537,-0.70069004,6.16661862
5.29130788,-1.51278607,6.57388135
5.56229856,-2.20086369,8.56927266
3.96112415,-2.59683162,7.63499625
5.75880422,-0.75852319,7.10523089
4.95489476,-2.27989738,6.55268994
4.28997982,-0.40752328,6.32982800
4.14164433,-1.70402885,6.88981684
4.40341698,-2.20486341,6.72057259
5.21210810,-1.88958619,6.00584708
5.19919147,-2.83072735,5.06942161
4.24869731,-1.59609016,6.78779295
6.44249775,-0.52498339,6.31694685
4.94812532,-2.38517238,6.45837225
4.67848289,-1.05992445,5.64965444
5.48648804,0.15009590,6.36812523
5.36885325,-0.69249902,6.07566491
5.19123401,-1.37005061,6.57456148
4.19413175,-1.35813284,6.97488367
6.41828514,-0.42337219,8.63006784
4.19979397,-0.51032237,6.66022739
7.15694446,-2.19094130,5.63716354
4.36774888,-3.50653874,5.95113036
4.20800887,-1.23224923,6.81864136
6.84331237,-0.43221917,5.89998173
4.06872686,-0.89072384,5.15665217
6.79860030,-0.20320289,6.00770973
3.25400700,-0.02877064,6.36234554
6.20495784,-2.97707067,5.87751036
4.97238523,-1.33566242,6.02681991
5.58999146,-2.45026344,6.33450590
5.08743716,-0.86820418,7.18850026
3.84249944,-2.91675718,7.75456220
5.29945554,-2.13112955,8.02803736
5.08281616,-0.20334583,6.54440386
