-8.55503989,7.06461794
-6.13753182,-6.58081701
-6.32130028,-6.80410420
4.18051794,1.12332531
4.38028748,0.47002673
-6.82261407,-6.61151731
5.02007669,2.58375543
-5.96329952,-6.53362112
-6.65571306,-5.51596916
5.84638780,1.15623401
4.97748150,1.56129272
-6.93713707,7.26286210
-2.31013793,8.41406925
-5.96131059,-8.45061020
-6.26685329,-7.93352516
-5.66652949,-6.73839268
-3.29245092,8.69222461
-1.96210024,8.81209348
-1.53407789,8.86722875
4.96680621,1.75406916
4.60519395,2.20738442
-8.43459767,7.29932731
-9.14636204,8.10318345
-10.96018266,6.71570093
4.01673831,1.41769256
4.69560375,3.06736120
-3.20892313,9.22826604
-3.18611962,9.62596242
-6.69973304,-5.48810731
4.90692910,2.86280048
-6.44268902,-5.68946332
-8.30143786,-5.37877594
-6.90465415,-6.06234329
-1.98725606,9.31127080
-3.66019120,9.38998415
-8.54476982,5.96694111
-7.46015064,-6.29153119
4.08467931,3.85432675
-8.32712516,8.69718146
-8.79472531,9.01857396
6.52190333,3.31858973
-7.53104519,-7.36399543
4.15227261,1.54061150
-9.17310309,6.91987445
6.48883493,3.09973471
-6.19398441,5.82055259
-3.15984019,8.52716074
4.73921114,2.72455681
-10.71350023,7.43854899
4.56971312,0.31220875
-7.54869993,-5.84020491
-1.60959775,9.32158565
5.04813159,0.27058608
-9.61120542,7.73057520
-1.79758274,7.88964404
-10.97400197,10.46127145
-3.57150134,9.48787856
-1.65153800,8.85434760
-3.47412108,9.70033759
-5.20705480,-6.46109058
-7.48099484,-6.56032766
-3.17098409,9.86671946
-6.90693173,-7.81337755
-8.18242698,7.51825911
3.92703305,2.07959991
-0.36525353,9.64820515
-7.76711937,-7.31756789
-7.36281365,-5.30612283
4.19369540,0.08362895
-3.03895783,9.52755356
-8.25163396,6.84861926
-2.95926309,9.63713606
4.02709015,1.58546812
-6.95122845,-6.91733183
5.62420123,1.75918084
-9.32107128,6.37019431
5.32177033,3.81987701
-2.43182932,8.15300193
5.16968301,3.41473830
-3.49492367,9.51833264
-8.12349043,-7.57301479
-2.42215055,8.71527878
-3.57681805,8.87190664
-2.77385446,11.73445529
5.71351059,0.94665438
-8.46122736,7.29426010
-7.43711898,-8.24991257
-5.64134412,-6.85883802
-2.76176577,7.76650295
-2.25164723,8.93984021
-3.49070627,9.47638960
-1.06792433,7.57842398
5.15753786,1.24742587
3.63573807,1.20537212
-8.03838585,5.70721231
4.12226754,2.19695764
-9.13013903,5.76033211
-1.92234053,11.20474175
3.23236714,1.19535300
-7.66561665,-8.21134255
4.82664560,1.21778675
-9.64793128,7.74758396
-8.96686527,5.44167387
-5.12894273,9.83618863
-7.62116924,8.84483897
3.05597601,2.73358434
6.06038308,1.40242339
-1.69568041,7.78342181
-6.38559700,-6.61943583
-2.96983639,10.07140835
-7.32487801,7.95433460
-5.96055071,-7.17038414
3.55881551,2.58910529
5.36155090,0.84411791
7.08563082,2.10239087
4.88367955,1.40909105
-7.04674890,-6.59752964
-9.74202962,7.64788220
-6.12069860,-6.59891817
4.29719124,1.60172882
