-7.72642091,-8.39495682
5.45339605,0.74230537
-2.97867201,9.55684617
6.04267315,0.57131862
-6.52183983,-6.31932507
3.64934251,1.40687195
-2.17793419,9.98983126
4.42020695,2.33028226
4.73695639,2.94181467
-3.66019120,9.38998415
-3.05358035,9.12520872
-6.65216726,-5.57296684
-6.35768563,-6.58312492
-3.61553260,7.81807950
-1.77073104,9.18565441
-7.95051969,-6.39763718
-6.60293639,-6.05292634
-2.58120774,10.01781903
-7.76348463,-6.72638449
-6.40638957,-6.95293851
-2.97261532,8.54855637
-6.95672890,-6.53895762
-7.32614214,-6.02371080
-2.14780202,10.55232269
-2.54502366,10.57892978
-2.96983639,10.07140835
3.22450809,1.55252436
-6.25395984,-7.73726715
-7.85430886,-6.09302499
-8.11657790,-8.20056621
-7.55965191,-6.64785590
4.93599911,2.23422496
4.44751787,2.27471703
-5.72103161,-7.70079191
-0.92998481,9.78172086
-3.10983631,8.72259238
-2.44166942,7.58953794
-2.18511365,8.62920385
5.55528095,2.30192079
4.73163961,-0.01439923
-8.25729656,-7.81793463
-2.98837186,8.82862715
4.60516707,0.80449165
-3.83738367,9.21114736
-2.62484591,8.71318243
3.57757512,2.44676211
-8.48711043,-6.69547573
-6.70644627,-6.49479221
-6.86662530,-5.42657552
3.83138523,1.47141264
2.02013373,2.79507219
4.64499229,1.73858255
-1.69667180,10.37052616
-6.61974440,-6.09828672
-6.05756703,-4.98331661
-7.10308998,-6.16610910
-3.52202874,9.32853346
-2.26723535,7.10100588
6.11777288,1.45489947
-4.23411546,8.45199860
-6.58655472,-7.59446101
3.93782574,1.64550754
-7.12501531,-7.63384576
2.72110762,1.94665581
-7.14428402,-4.15994043
-6.66553345,-8.12584837
4.70010905,4.43641180
-7.76914162,-7.69591988
4.11011863,2.48643712
4.89742923,1.89872377
4.29716432,1.17089241
-6.62913434,-6.53366138
-8.07093069,-6.22355598
-2.16557933,7.25124597
4.73953020,1.46969403
-5.91625106,-6.46732867
5.43091078,1.06378223
-6.82141847,-8.02307989
6.52606474,2.14774750
3.08921541,2.04173266
-2.14756160,8.36916637
3.85662554,1.65110817
-1.68665271,7.79344248
-5.01385268,-6.40627667
-2.52269485,7.95657520
-2.30033403,7.05461600
-1.04354885,8.78850983
3.72045460,3.52310409
-3.98771961,8.29444192
4.24777068,0.50965474
4.72692590,1.67416233
5.78270165,2.72510272
-3.41722170,7.60198243
5.22673593,4.16362531
-3.11090424,10.86656431
-3.18611962,9.62596242
-1.47819810,9.94556625
4.47859312,2.37722054
-5.79657595,-5.82630754
-3.34841515,8.70507375
